reviewer,date,link,text
Eva Rothová,2025-06-11,https://www.trustpilot.com/reviews/6849362dac277ec55dfd70ab,"My entire experience with Europcar has been nothing short of shocking and deeply disappointing. Upon arriving at the rental desk, I was told that my reservation was ""blocked"" without any clear explanation, despite having a confirmed booking through Carflexi. I was then told I had no choice but to pay double the original price (for a new contract) for a different vehicle on the spot. Feeling pressured and stranded, I had no other choice than to comply.

What followed was a series of deceitful and contradictory actions that made it clear this was not an isolated incident, but rather what felt like a systematic scam.

The agent handling my rental, someone named Sheikh, presented a false ""upgrade"" that I had never agreed to, and I was misled about what I was actually being charged for. It later turned out that I had been mistakenly identified as someone else with the same name, which Europcar themselves admitted in writing, confirming the error was entirely on their side.

However, when I requested a refund for the extra charges caused by their own mistake, Europcar refused to accept any further responsibility. They effectively cut off communication and showed no willingness to resolve the issue, leaving me with no option but to escalate the case to the European Car Rental Conciliation Service (ECRCS).

To make matters worse, days after ECRCS confirmed I would be refunded £157 for the unjustified upgrade fee, Europcar attempted to charge my card an additional £142 without my consent. The only reason this unauthorized charge failed was because I had already transferred all remaining funds from that account, leaving no balance for them to take. I then had to urgently contact my bank and request the card be frozen to prevent any further attempts. This added yet more stress and time to an already exhausting situation.

I have never in my life encountered a company that operates with such blatant disregard for honesty, accountability, and customer trust. I strongly urge others to avoid Europcar, especially at this location (London, Heathrow), unless you are prepared to be deceived, overcharged, and ignored when things go wrong."
James,2025-06-10,https://www.trustpilot.com/reviews/68478b32135bdd0b576b5f25,"Gatwick South Terminal Staff asked to have my credit card on file despite having paid for the car hire and insurance in advance. I told them I didn't need any insurance cover as I'd already purchased this. They assured me that I would not be charged for insurance or other charges and this was just a formality. I signed their document only after being reassured by their staff member that my credit card would not be debited. On returning the car, by credit card was debited nearly 500 GBP for 'Premium Protection' cover. They refuse to refund or investigate the actions of their staff member."
jane-eyrehotmail.co.uk,2025-06-09,https://www.trustpilot.com/reviews/6846f8a1f9810df45f0807aa,i have waited on a car getting returned between 1 and 3 o’clock nearly hour nhslf after stated time still waiting 4 calls to there office and not any further forward absolutely rubbish customer experience no help whatsoever sitting in all day cancelled a appointment as waiting on them uplifting car not a great way to treat your customers Europcar
Tnuctihs,2025-06-09,https://www.trustpilot.com/reviews/6846e173317775174bacf191,"Booked a car only to be refused when I arrived because apparently my address couldnt be verified by their system!! I've lived here for 25 years!

They tried to get me to put my wife on the agreement at the cost of an extra £100. They knew I needed a car and that I'd made the journey there, so hoped I'd just do it.

Such a transparent tactic to make money.

I used Enterprise.

I know they are more expensive, but save yourself the pain and avoid these clowns."
Seda,2025-06-09,https://www.trustpilot.com/reviews/6846c5e922dbf2bfd3323aa3,"Booked a compact elite car, when I arrived to pick up the attendant at the desk was using fear mongering to get me to pay for extra protection cover which costed more than the total rental of the car. He told me that even if someone else scratches or hits my car I will have to pay a massive sum of money as excess. In the past I haven’t added this cover and had no issues but this time the attendant was being really pushy and made me feel so uncomfortable that I added it anyway. He made very clear to me the only charges that will come out my account is the extra protection charge, the deposit, and the toll payer. I double checked with him because I already felt very ripped off paying over double what I booked the car at and he reassured me that was all the costs- nothing else would be taken from me. After I gave my car back I got an invoice with 2 extra charges that made the total 3 TIMES what I initially agreed on. My card was already set up from when I collected so they took the money. I emailed them a whole month ago and they refuse to get back to me to explain why I was lied to about costs. DO NOT book with them, you will see a price online - multiply that be THREE if you want the actual cost of hiring it. Customer service doesn’t even exist so you won’t be helped after the fact either. Appalling company and I’ll never book with them again. Some of the cheaper companies are actually a lot better.."
Mike Weenink,2025-06-09,https://www.trustpilot.com/reviews/6846b6f19c7be74d79dd1e28,"Hired a car with them, via Jetcar, turned up, they put my info into the system and told me they couldn't give me a car.

Still waiting for a refund.

For context I then walked to Enterprise, an hour and a half away who sorted me out with a car within 10 minutes despite me not having a booking."
Jack,2025-06-09,https://www.trustpilot.com/reviews/68469df49c4fdada4580fdd5,"AWFUL AND RUDE CUSTOMER SERVICE
These morons added numerous additional charges and charged my card without confirming or providing any evidence.
They claimed I drove into Europe or the Republic of Ireland, something I absolutely did not do. They refuse to listen to me and instead ignore those parts of the emails.
SAMUEL at customer service is an absolute idiot who uses AI to respond to emails. He can't even respond properly and doesn't acknowledge half of what you say.

DO NOT BOOK WITH EUROPCAR! They will charge you for things you did not do, they won't provide any evidence for it, and they have TERRIBLE customer service. The company should be ashamed.

I obviously will never book with Europcar again, and nobody else should either. Ignore this clown company."
Chris Young,2025-06-08,https://www.trustpilot.com/reviews/6845682512ed1b4636966420,I have sent them 3 emails over the course of 2 weeks and they have all been ignored. Absolutely horrendous company with atrocious customer service. Avoid
Jai Dee,2025-06-08,https://www.trustpilot.com/reviews/6844c09f6189f3f296eede56,SPAm you with endless e-mails for years after you hire with no unsubscribe option
John Riley,2025-06-07,https://www.trustpilot.com/reviews/68443df1d984c70e4689696d,Second bad review from me. I missed a flight due to airport IT FAILIRE problems. I rang to inform europecar very very early on within a few hours of the airport IT FAILIRE to tell them and that I could not pick up for 2 more days they said thanks for being so quick and helpful and that I would not be charged again ...but when I picked the car up they charged me again making up some very poor excuse because I booked with Ryanair.I have used them maybe 5 times and twice they have double charged me -the previous time I was with my very unwell Father....not nice at all and completely unfair in all the circumstances.
Melissa,2025-06-07,https://www.trustpilot.com/reviews/68440090b89333f3d9486db3,"I wrote a review back in March about the terrible service I am receiving with regards to damage to a car I rented last July. Well things just got worse. I am continuing to email them regularly, but have now reached a point where everyone has closed the case, Europcar, their lawyers, the third party insurers, but no one has paid me back my money! And in case Europcar comment saying please contact customer services, I have! At least 20 times. I will seriously be avoiding this company, and good luck anyone who's car is damaged, even if it's not your fault. Looks like they keep your money!"
Ed,2025-06-06,https://www.trustpilot.com/reviews/6842e97348a4b8ef134eee02,"Europcar are a disgrace don't use them.

They impose a ridiculously high accident excess of £1600 because they know this will then force the customer to take out the equally over priced extra charges for accident protection which is pretty much the same cost as the hire itself.

This £1600 is disgraceful, Europcar are basically extorting money from customers and they know it. Use Enterprise/AVIS anyone but this awful company."
BellaBoos,2025-06-06,https://www.trustpilot.com/reviews/6842a1eabc1dbe1224eec6fe,Don’t use this company. The Europcar Newcastle Airport still haven’t returned my deposit to me and I returned the car in May 12th. Their customer service has hung up on me several times when I’ve called them about this. I’ve now lodged a complaint with the BVRLA. Warning to anyone thinking of use them - DONT.
James Titley,2025-06-06,https://www.trustpilot.com/reviews/68429b23aabd47135a7b2fc5,"Absolute thievery. I paid for the vehicle on line on the proviso that I would pay a holding fee of £500 on collection to be released on return of the vehicle. The woman at the desk would not let us pay the holding fee via credit card, claiming that it wasn't working (It was working perfectly and is still working perfectly now) She then would not allow us to pay via phone using the credit card on the banking app. She claimed it was a problem with our card/bank It wasn't. She refused to let us try paying on a different terminal and put us in the position where we were forced to pay a non-refundable fee of £208 on debit card or cancel the hire losing the deposit in the process. We had two young children with us and a long journey to undertake so we had to pay. Unless this is resolved I will not ever use Europcar again and will encourage anyone and everyone that will listen that Europcar encourages immoral methods of obtaining payment. A total disgrace"
RS,2025-06-05,https://www.trustpilot.com/reviews/6841ee57091123b3e7ce352d,"I was told the car was full of fuel and to return it full. But when I got in it, it was only half full.
No problem I thought, I'll take a picture of the dashboard and get on with my journey or else I'd be late for my meeting. Just to be sure though, I phoned the customer service line when I was free a few hours later to report the half full tank. They said they'd log the issue and could I please email in my picture of the dashboard, which I did.

I topped up the tank back to the half full level with 20 litres petrol before returning the car 2 days later having driven 221 miles (petrol hybrid). I mentioned to the agent on return about the fuel issue and naively thought that would be it sorted.

How wrong could I be - having been charged to refuel back to a full tank, I got in touch to remind Europcar about all the efforts I'd gone to inform them that I received the car half full. They have subsequently accused me of lying about this! Their attitude to customer service is just unbelievable...I've hired plenty times over the years, all of which they have on record, yet they assume that out of nowhere after being an honest customer for years, I suddenly want to get £50 fuel from them? I've sent pictures of the dashboard at time of pick-up and return that are time-stamped, clearly proving that I am right. I've sent a picture of the receipt showing I filled up with 20litres fuel - an ideal volume to have travelled 221 miles in a hybrid car! What more evidence do they need. They've lost me as a customer for life now because they've accused me of dishonesty. There are plenty of other hire companies I can choose from instead."
Derek Jackson,2025-06-05,https://www.trustpilot.com/reviews/6841de0bd1bf1ede8ae35c05,"Booked hire card for Faro in plenty of time and added the maximum cover I could while in the UK. Upon arrival I was intimidated to take extra cover which was more than what I had paid already for the hire car and adequate insurance, travelling is stressful and you just want to get on with your holiday and Europcar take full advantage."
Tracey Mawer,2025-06-05,https://www.trustpilot.com/reviews/6841ba23b5933551b82adb30,"I would give no stars if possible, my partner hired a van. Handed it back on the 3rd May. They have now invoiced him for damages , claiming a key missing which happened on the 29th May. That is 26 days after he handed it back . How could he have lost a key when he handed the van back before the date the keys were lost!!!! Just received a email today!@"
K,2025-06-05,https://www.trustpilot.com/reviews/6840e2ec7627dda2beb2dc12,"Every single time I have dealt with Europcar I have had nothing but problems!!!
I tried to book a vehicle as per my insurance company had advised.
It took 8 phones call over 2 days and 3 agents to finally get it booked.
I received an erroneous email confirming my booking for the wrong date and found that I’d been lied to by agents about the booking being made.
Then the car wasn’t delivered on time (over an hour late) after I called to find out where it was and was told.
The booking hasn’t been put on the computer.
Car was great in fairness, a few bits of damage (which I have photos and videos of) but ran like a dream.
Today I took the car to the garage as agreed and tried to advise Europcar I had left the vehicle as agreed.
6 phone calls, 2 agents and countless lies later (and being talked over) I’ve been advised that the car will be collected tomorrow.
I’m very sceptical and wouldn’t be surprised if it’s isn’t collected. I was promised written confirmation to protect myself and haven’t received it.
We’ll see if it is collected or not and if it isn’t I swear I’m going to go absolutely nuts!!!
I would rate 0 if I could and would highly recommend not using Europcar.
Interestingly I’m clearly not on my own."
Pauline Gardiner,2025-06-04,https://www.trustpilot.com/reviews/683f7d17cd0b52d56e9dab85,"We hired a car from Bristol Airport. We have been charged an extra £86.28 at the end of the hire & no idea what for. Emailed the company to be told it was a verbal agreement with the staff member who dealt with us. There was no verbal agreement & no other service was sold to me. I was asked if I had the correct insurance which I had as I had purchased the premium insurance & the guy behind the desk was not happy I was not spending more money.
He then said that £186 had to be held on my credit card & it would be refunded. This was a lie & he has kept £86.28!!
I have emailed advising this is fraud & theft! Waiting on a response.
Do not use Europcar the are fraudulently taking money from people!!! Dreadful customer service"
Bettina Hipgrave,2025-06-03,https://www.trustpilot.com/reviews/683f4634ad1fd2172a724536,"Reading the reviews on here I realise I have experienced ALL of the same problems as other customers over a period of time whilst using Europcar on a regular basis.

I was accussed of tyre damage 6days after returning a vehicle, I challenged them asking for eveidence, the case was closed and I never received any eveidence.

I was then unknowingly charged for the additional Insurance, actially adding a further £884 to my hire, I challenged them again requesting for the CCTV from when I collected the car as I wished it to be viewed in the hope a lip reader could translate my conversation with the member of staff that dealt with the hire. The case was found in my favour & the case was closed.

A car I had on hire was parked outside my house, unfortunately another drived crashed into the hired car 🙄 I was assured by Europcar that the car would be collected & a replacement would be delivered, 2 days later still no replacement car, so I hired from another company as needed a vehicle for work purposes, Europcar had already lost me 2 days income 🙄
Several days later Europcar took a further payment from my account! Which then raised my hire by ££££'s! I have emailed & called then raising concern and asking for an explanation, to date I have received a email response advising ""Once they obtain the relevant information they will be intouch"" I sent them screen shots of everything with my initial email 🙃 The email they email me from you can't reply to 🤔
Several weeks later I have called them 3 times, each time being told they will contact a diffrent department as they can't help 🤪
My latest email May 30th asking Europcar for an update has received no reply 🥴

Oh yes! I was also accused of damaging a panel on one of their hired cars to! Luckily for me I took a video of all the vehicle inside & out before I left the hire depot, the case was closed. There is never any previous damage maked on the paperwork they give you on hiring a car, Please be wise and take a video 👍

Do I have to take them to the small claims court? 🙂

I swear NEVER Again!

Several weeks later, I"
Jennifer Long,2025-06-03,https://www.trustpilot.com/reviews/683f334e80fe153ac604d44b,"From start to finish dreadful. Courtesy/hire car was arranged through AA insurance following our car being involved in an accident.
Europcar sent me a supposedly secure link so that my payment card for the £1 deposit was logged. About 4 hours later I received a telephone call from a private number with the caller saying he was from Fraud Prevention. I was asked if I had used my card within the last half hour, which I hadn't and was then asked if I had made a payment of £1 to Europcar earlier. I was told that a payment of £2000+ had been made using my card and that it would seem it had been cloned. My money would be refunded and a new card issued but I needed to give more digits from my card. I realised this was a scam so hung up and contacted my bank. They were very concerned about the caller knowing about Europcar and asked me to contact Europcar which I did. I was assured that this matter would be investigated by their Fraud Department and that I would be kept informed - I haven't.
As far as the courtesy car is concerned it was delivered and collected a day late with little communication.
Appalling."
Loubeelou,2025-06-03,https://www.trustpilot.com/reviews/683f23e9e2d8dfacdda1479f,"Absolutely disgusting service. I just spent 1 1/2 being placed on hold by 3 of their employees at the motability rental. They were rude. They didn’t know how to help me so fobbed me off by placing me on hold or either cutting me off. I’ve never ever had such bad service. It frustrated me so much i ended up having to take tablets for goodness sake.
After this experience I would suggest that Europcar Uk need to train their employees. Anybody could do the service they provide!! Crazy experience
And all I wanted was to find out where the rental car was that an employee there, yesterday PROMISED me that it would be delivered today. Obviously I guess it’s not coming today.

It’s left me so stressed out and wasted so much time when it could have taken only 1 employee that actually knew their job to tell me what is happening."
Clare Vallely,2025-06-03,https://www.trustpilot.com/reviews/683f075799dede427f500a36,Cancelled booking within 2 hours of me making it but withholding the full amount £1500 for 8-10 days before returning to my account. An absolute disgrace and after many years of booking with Europe that is my last! A pure money making manoeuvre
Kevin McGrath,2025-06-03,https://www.trustpilot.com/reviews/683ee2b9fed73c6dc28f0508,"Absolutely disgusting service.
I booked a car when I arrived to collect the car the customer service person was serving a customer and was upgrading the customer without consent with an additional charge.
I went to the counter and he tried the exact thing with me. I told him No and he still continued to upgrade my booking telling me it would only cost £200 for the upgrade. I got upset with this and told him I wanted the car I booked and he was very reluctant to give me the keys and accused me of being aggressive. I will never use this car hire service again."
Lucero Tagle,2025-06-03,https://www.trustpilot.com/reviews/683ee19988a2e21368a79699,"Terrible customer service after not being given the car that I booked through this website. I pre-paid and now I'm out of pocket £250 having spent 120 EUR to and from the airport. Heraklion airport let go of my reservation after not showing up for 2hrs per their T&C's but the UK office when I called assured me the car would be help after my arrival. I have called muliple times their customer service number and was hung up once, the others put on hold for an extended amount of time only to be told my case was closed and tough luck I'm out of pocket with no refund issued. DO NOT BOOK WITH THEM, it's a SCAM."
Sarah,2025-06-02,https://www.trustpilot.com/reviews/683e12585407f2b63a837fa0,"Poor… disgusting service from start and ongoing!
Dirty cigarette smell and butts in the car, unsuitable and I’m a disabled customer.
No one to ever answer the phone at customer services and when they do they do nothing.. throughly unhappy with service.. wouldn’t go back if I didn’t need my mobility needs met!"
Chloe,2025-06-02,https://www.trustpilot.com/reviews/683dd235bce85c8cde587b60,"Abysmal customer service experience.
Misled in to purchasing additional insurance that I didn't need - ended up costing more than the cost of the car hire. I noticed this an hour after taking the car out and got in contact to cancel to which they said to wait until the end of my hire. I waited until the end of my hire and now they are refusing cancellation of policy.
Additionally had car issues which I tried to sort over the phone. Continuously passed around department with no ownership being taken. Europcar employee told me to drive car (which wasn't working correctly or safely) to nearest branch (over a 2 hour round trip) or they couldn't help."
Ben Dean,2025-06-02,https://www.trustpilot.com/reviews/683d5ace6d9b9204cf8c3fb1,"If I could have given less stars I would have, this ""company"" canceled my booking a day before I need the car leaving me in a right pickle! Now they're refusing to refund my money saying that they have no record of taking the money from my bank so now I have to prove to them that they have my money!!!!! Then wait to see if I'll ever get it back! Do not use this scam company!!!!"
Jo,2025-06-01,https://www.trustpilot.com/reviews/683c7d0fedaa2b87d46bcda7,"Please take heed — I would strongly advise avoiding this car hire company. We booked our rental through Auto Europe, unaware at the time that they act as a broker and that the actual rental would be fulfilled by Europcar. Had we known this in advance and read the reviews, we would never have gone ahead with the booking.

Upon arriving at Verona Airport, we eventually located the Europcar desk, and that’s when everything began to go wrong. The staff member at the desk was very insistent that we purchase additional insurance, despite the fact that we had already bought full protection through Auto Europe. Even after I phoned Auto Europe and they confirmed we were fully covered, the staff member continued to push the insurance, making us feel pressured and uncomfortable.

When we were finally given the keys, we discovered that the car provided was completely different from what we had booked. We had reserved a VW Tiguan or similar SUV specifically to fit our passengers and luggage, but were given a saloon instead. I returned to the desk, where I was told that SUVs and saloons fall into the same category. I contacted Auto Europe again, and after speaking with the Europcar desk staff, they informed me that nothing could be done as Europcar uses a different classification system than Auto Europe.

Eventually, a more suitable car was located, but we were told we’d have to wait 30 minutes while it was cleaned. In reality, we waited far longer — not an ideal start to a long-awaited holiday.

The car we were eventually given wasn't in the greatest condition, but at least it could accommodate both our group and our luggage and done the job. Still, the overall experience was disorganised, frustrating, and disappointing.

We left feeling exhausted before our trip had even begun. Based on our experience, I cannot recommend Europcar or Auto Europe and would urge others to think twice before booking."
Yvonne Parker,2025-05-31,https://www.trustpilot.com/reviews/683ad7f2921f7ac742432007,"I would never have hired a car through Europcars had I read the bad reviews and unfortunately have to echo previous reviewers experiences. Didn’t chose them specifically but Ryanair must hold a contract with them as it automatically booked the car with them. Picked up lovely shiny car from Knock airport - did a cursory look around the car - MAKE SURE YOU VIDEO EVERY PART INSIDE AND OUT OF CAR which we didn’t and surprise surprise on returning the car the staff rushed out with a little measuring device and said we had scratched the car on the bumper and it was going to cost almost 1000 euros to fix!!! Firstly the car was driven very carefully, parked in wide disabled places and kept in locked area and never left unattended. I believe the scratches were probably there before. Not checked and they must have thought we will charge us for them. 1000 euros for scratches that could even be rubbed out!!! They even invoiced us within the hour. Even though I have separate insurance I am challenging this as a matter of principle. DO NOT HIRE A CAR A CAR FROM THIS COMPANY"
HJ,2025-05-31,https://www.trustpilot.com/reviews/683ac0b0bceb79c0349cf12a,"Terrible business. Customer care is non existent. I have spent over 3 hours trying to speak to the Birmingham Newton branch. No one has answered. I have even attempted to call at 8am in the morning (when the business opens up), still no one answers the phone line. I have spoken to their customer service department multiple times, and they haven't been able to hlpe me. As a consumer, it appears that the branch simply doesn't have a phone line, or they're ignoring their phones ringing. I have dealt with countless numbers of businesses a cross all sectors as a consumer, I have never found any business this terrible. Europcar pride themselves on empowering mobility and helping their customers, it looks like they are doing everything besides sticking to their business culture. For anyone reading this review, just go to Enterprise Mobility (another car rental company). I'm not sure how this business is still in operation looking at their trash customer service."
Stacey Wells,2025-05-31,https://www.trustpilot.com/reviews/683a345be05591bfd1b31d13,"AVOID!!
Have taken money out of my bank for damages to tyres i did not do, disputed by email to be told to send more evidence over in 7days otherwise payment would be taken and they took it out in three! I will be disputing with my bank and letting this go to court absolute scammers just look at all the bad reviews!"
Mike,2025-05-30,https://www.trustpilot.com/reviews/6839d53486a23b6fcabb9030,"My daughter and son hired me a car from this company through Expedia. They paid extra for Expedia premium insurance. Expidia stated i need pay a £250 deposit. When I turned up at Gatwick airport from Latvia the representive said I had to pay £500 deposit which i never had. After a stressful wait my family transferred the extra money to my account. Europcar representive asked me to sign rental agreement which I did and they issued me a car. The car was returned 10 days later and I flew home. My £500 deposit was returned the following day. Then i had 2 payments taken from my account for £380, I found out that the representive had added premium insurance without my knowledge and after many emails to there customer service department they refused to refund the charge. I am a pensioner on a small income this has created me with financial problems. BE CAREFUL OF THIS COMPANY WATCH WHAT YOUR SIGNING FOR."
Andreea,2025-05-30,https://www.trustpilot.com/reviews/6839bd7f9f016615235ffbce,"When I wanted to extend the hire period, I called them and was told the van had actually been returned the day before, which is not true. I started calling them around 10:30 and kept trying until the afternoon, but still no answer. I was even on hold for hours, and no one was able to help. They kept pushing me from one person to another. It’s now 15:10 in the afternoon, and I still haven’t gotten an answer.

I wonder if the van shows as returned because I have the return statement and the invoice, for which I paid in full. However, the driver was charged for insurance again at the branch on the collection day.

What if I keep the van since no one has been able to fix this inconvenience? I would not recommend this service at all. Their communication skills are poor, and when I finally managed to get someone on the line, she hung up on me just because I was asked for stupid details that were not relevant at all, considering the van hire period was completely closed.
I am talking about the Stevenage branch and Peterborough branch."
Bogged_ Down,2025-05-30,https://www.trustpilot.com/reviews/6839ab0728d8f428c3af7aac,"Hired a car large famiky to be delivered
Paid, pre check driving licence. All done easy!?
Called from Europcar to say can't deliver and only have a Fiat 500.
Agent apologised and canceled the booking advising no payment would be taken. 3 days later payment taken and customer service agent contacted was awful. Did not care and said will have refund in 10 working days. Refused to take complaint or escalate call. Never again"
Gus Holliday,2025-05-30,https://www.trustpilot.com/reviews/68397ee432662c03b9716612,"Complete joke, we dropped off the car at Lanzarote airport no one there to check the car over. got home to discover a claim from europcar for a scratch that we hadn't caused for £350. The car was damaged, dented and scratched from previous hiring that we highlighted to them when we picked it up. I'm sure all this damage had been previously claimed and paid but never repaired. Just complete scammers and insurance fraudsters!! Wilkl never use again!! Beware you will receive a claim! Probably even using old photos as claim and damage proof!!"
FlowerGirl,2025-05-30,https://www.trustpilot.com/reviews/6839319d9a418f9d7cea9049,"Awful experience. I was in the UK to move my mum into care following her strokes and I hired a car from Eurocar. I returned it, with no damage to the car, gas tank full, and got a return receipt as proof of that. I had already paid for the hire and full insurance prior to arrival, so when I queried the additional large charge to my credit card when I arrived back home 2 week later, I discovered they had in fact charged me twice for the one car hire. It has been extremely stressful given why I was in the UK in the first place, but then to have this extra charge on my card, it has caused me no-end of stress. I made a complaint, raised a claim and have heard NOTHING from them. They owe me almost £400 and I have not had any response from their claims team. PLEASE DON'T USE THEM. Unfortunately I am now involving a solicitor which they will end up paying for. Such a simple solution could have been given, with all my paperwork and proof of overcharges, they just needed to refund me. I hate giving bad reviews, but this time it is 100% warranted."
Justin Wride,2025-05-29,https://www.trustpilot.com/reviews/6838b256ab1c9e23c63f4a4b,"Shameful Conduct at Stansted – Predatory, Dishonest & Utterly Disgraceful

Avoid Europcar at Stansted at all costs. My wife was traveling urgently to visit a critically ill family member and was emotionally vulnerable. Europcar staff seized the opportunity to pressure her into a vehicle upgrade she never asked for, slipping in a £142+ charge that she was never made aware of — all disguised beneath a rushed signature.

Let me be clear: this was not a misunderstanding. This was exploitation. A predatory upsell tactic targeting someone in distress. And when we raised the issue, Europcar HQ responded with a robotic, tone-deaf statement dismissing it entirely — citing a ""signed document"" as though it excused the behavior.

Worse still, the Cardiff Europcar branch reviewed the situation and told us clearly: 'this would never happen under our watch.' So yes — the Stansted team is acting on its own agenda and damaging the Europcar brand in the process.

This was manipulative, unethical, and cowardly. If this is how Europcar treats long-time customers and Privilege Members, they deserve every bit of reputational damage this review brings.

We are escalating this to senior management, Trading Standards, the Competition and Markets Authority, and the ECRCS.

You’ve lost our business permanently.

Justin Wride
Europcar Privilege Member"
Stephen Whooley,2025-05-31,https://www.trustpilot.com/reviews/6837b811c0029f92aa6106c5,"Utterly deceitful scammers.
They convinced my wife to upgrade, claimed it was a discount, but charged us 250 pounds a day, when the same car was listed on their website for less than 200 when I checked later in the day. The desk at Heathrow, led by Shane the manager, are nothing more than con artists who forcefully upsell and trick people into massively overpaying, and the customer service is useless when trying to recover some of the fees. Never, ever rent with Europcar. I had previously had decent experiences but will never deal with them again.

Edit: Europcar have replied asking me to contact their customer service, but I already did and they refused to do anything about it"
Website User,2025-05-29,https://www.trustpilot.com/reviews/68378809ff88f447a49b7762,"Hello,

We appreciate your feedback and we are sorry to learn you were dissatisfied with our service.

Give us the chance to solve the issue by providing more details using this link https://www.europcar.co.uk/contact-us/email where our customer service team will be in touch.

We hope to see you again.

The Europcar Team"
David Barkham,2025-05-30,https://www.trustpilot.com/reviews/683743477700c9572b14831e,"Rented a van, with only 650 miles on the clock, I drove it 30 miles and it averaged 38mpg. When I refilled the tank with diesel I was expecting to only put a gallon of fuel in. But, to my surprise I had to put 3 gallons in to replace (top up) what I had used as I was informed that the van had a full tank of fuel when I picked it up.

So, obviously the fuel tank wasn’t full when I picked the van up but I was told the tank was full and it should be returned with a full tank. I spoke with the branch manager at Chelmsford where I rented the van from and requested a refund for the 2 additional gallons of fuel that I had put in their van.

The million dollar question is… are they carrying out sharp practice to fleece their customers or is it some skullduggery from an employee, either way it’s not right.

Be warned make a note of the mileage and the average mpg used whilst in your rental.

I have twice been on their website to complain, filled in all the questions, written a lengthy complaint and when I pushed the upload button it defaults to “there is an issue with our webpage” handy so I am left writing this review to vent my frustration…

I have tried to contact customer services again as requested in their reply below and it still says there is a technical issue and it sends you back to the start again. It’s now 4 times that I have tried this method….Like the company it isn’t working properly 😡"
Steve Evans,2025-07-01,https://www.trustpilot.com/reviews/6837160e1cb5b21c00ab9f1c,"We hired a car through Europcar in France via a third party. All went well until we returned the car. The receiving agent spotted a scratch in the bonnet, that I hadn't seen at pick up, and had to squint in certain lights to see when she pointed it out. It could easily have been there when we picked up the car and I wouldn't have seen it. We rubbed the 'scratch' with a bit of water and a thumb and it appeared to be lifting, so I thought nothing more of it as I was convinced a polish would buff it out.

When I returned back to England I got a bill for £320 to repair the 'damage'. I tried to challenge them, but got stock corporate responses demonstrating how little they cared.

They are cheap, but avoid as you will be ripped off if there is any hint of damage. I will never use them again.

Despite getting the stock response from Europcar below and emailing them with details of my complaint, a month later and I'm still waiting for a response. Their treatment of customers is truly awful."
Tracey Collins,2025-05-28,https://www.trustpilot.com/reviews/68370d1a08c510cc18918e3a,"Appalling company, avoid at all costs. I received an email yesterday saying that my hire car would be dropped off at 6pm, nothing arrived. Nobody picks up when you try to call the Chelmsford office and nobody replies to emails.
I have just wasted most of the day on the phone being told lots of different things, still no car and there is nobody around at the Chelmsford office to answer calls, you just get put through to a call centre, where nobody is able to tell you what is happening. I have lost a days work and still unable to find out if and when my car is being dropped off…."
customer,2025-05-28,https://www.trustpilot.com/reviews/6836c1ea17bc7829474595a1,"Cannot stress enough, avoid, avoid, avoid. We used Europcar for a courtesy car recently and have had the worst experience - the customer service line is abysmal, when they can't answer your query they put the phone down or pass you back to the main menu. Our local branch won't answer the phone at all (to us or our insurance company) and we're having to chase repeatedly to get their car picked up from us. After being told there's no complaints department, we're close to giving up. There are plenty of other car rental companies, please avoid this one."
Melissa Needham,2025-05-28,https://www.trustpilot.com/reviews/6836992661641a479a0c297e,"Have been incorrectly charged by Edinburgh airport branch for over 500 miles worth of fuel evidently used by subsequent hirer despite my having returned the vehicle on time, in person with a staff member who signed it off assuring me he was satisfied no charges had been incurred. Double checked all was well since he seemed casual and initially barely looked at the car until I urged him to check it thoroughly. He also appeared to get the wrong paperwork from the office but confirmed he had corrected this which I now realise was not true. My complaints and evidence attesting to having returned a fully refuelled vehicle have been ignored."
Jatin Kumra,2025-05-27,https://www.trustpilot.com/reviews/6835f9b30b6cbea129fdce67,"I rented a van from Europcar, and the experience was nothing short of disgraceful. The attendant at the reception was not just rude — she was downright hostile. She repeatedly pressured me to accept unnecessary add-ons and even went so far as to suggest I’d likely end up in an accident for declining the additional insurance excess reduction. That kind of fearmongering is completely unacceptable. She asked the same intrusive questions multiple times — “How far are you going?” “When exactly are you bringing it back?” — in a tone that made me feel like I was begging to borrow her personal vehicle rather than paying to rent from a major company. The whole exchange was uncomfortable, condescending, and frankly, humiliating. At one point, I was so taken aback by her attitude, I genuinely considered walking away and telling her to keep the van. Renting a vehicle shouldn’t feel like being interrogated or talked down to. If this is how Europcar treats paying, polite customers — then count me out for good. I wouldn’t recommend this branch to anyone. Absolutely dreadful service."
Vincenzo Fiore,2025-05-27,https://www.trustpilot.com/reviews/6835f888229e4722c3ed2c66,"This was the worst car rental experience I’ve ever had.

From the beginning, we were treated with arrogance and disrespect. I had booked a decent car, and they handed me a wreck – filthy, falling apart, and barely drivable. It looked like it belonged in a junkyard. An absolute disgrace.

I had purchased full insurance coverage, so I wasn’t supposed to be charged for anything. Still, they held a deposit of £125, which was initially released, and then they took the money from my account after I had already left, with no explanation. That’s not a mistake – that’s outright theft.

This is not just poor service – it’s dishonest and unethical. Europcar in Tunis is running a scam. What they’re doing is not car rental, it’s abuse and legalized robbery.

Avoid this company at all costs. I wouldn’t wish this experience on anyone."
